sample_id,true_label,predicted_label,malware_probability,top_1_node,top_1_score,top_2_node,top_2_score,top_3_node,top_3_score,top_4_node,top_4_score,top_5_node,top_5_score,top_6_node,top_6_score,top_7_node,top_7_score,top_8_node,top_8_score,top_9_node,top_9_score,top_10_node,top_10_score,top_11_node,top_11_score,top_12_node,top_12_score,top_13_node,top_13_score,top_14_node,top_14_score,top_15_node,top_15_score,top_16_node,top_16_score,top_17_node,top_17_score,top_18_node,top_18_score,top_19_node,top_19_score,top_20_node,top_20_score,top_21_node,top_21_score,top_22_node,top_22_score
gen103_bd9e3cd4-191d-41ae-b4e8-87102bc7e73c_app-release,1,1,0.9996122717857361,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.9360703,"ql.cghoe.H: void <init>(android.os.Handler,android.content.Context)",0.03949553,android.database.ContentObserver: void <init>(android.os.Handler),0.024434172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen56_df79a180-e138-4091-8a3b-b37f494a2216_app-release,1,1,0.9999403953552246,mvli.M: java.lang.String getIMSI(android.content.Context),0.47765806,"mvli.M: void sendTextMessage(java.lang.String,java.lang.String)",0.13324697,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.10910783,"mvli.M: void sendMultipartTextMessage(java.lang.String,java.lang.String)",0.09724581986665726,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.07109467685222626,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.05090037360787392,"android.telephony.SmsManager: void sendTextMessage(java.lang.String,java.lang.String,java.lang.String,android.app.PendingIntent,android.app.PendingIntent)",0.03472716361284256,"android.telephony.SmsManager: void sendMultipartTextMessage(java.lang.String,java.lang.String,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList)",0.01856752298772335,"hmda.OMudu: void <init>(android.os.Handler,android.content.Context)",0.00460357591509819,android.database.ContentObserver: void <init>(android.os.Handler),0.002848033793270588,,,,,,,,,,,,,,,,,,,,,,,,
gen1_b14e8b2f-0c71-4c20-91d8-74258829b0dc_app-release,1,1,0.9993324875831604,alfhh.eqge.zgmlf.Y: java.lang.String getIMSI(android.content.Context),0.33458415,alfhh.eqge.zgmlf.Y: java.lang.String getIncomingSMS(android.content.Intent),0.17668062,"alfhh.eqge.zgmlf.Y: void sendTextMessage(java.lang.String,java.lang.String)",0.08890564,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.07642658799886703,"alfhh.eqge.zgmlf.Y: void sendMultipartTextMessage(java.lang.String,java.lang.String)",0.06434179097414017,android.telephony.SmsMessage: java.lang.String getDisplayMessageBody(),0.050119176506996155,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.049799561500549316,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.034775860607624054,android.telephony.SmsMessage: java.lang.String getDisplayOriginatingAddress(),0.032303329557180405,android.telephony.SmsMessage: android.telephony.SmsMessage createFromPdu(byte[]),0.02783517725765705,"android.telephony.SmsManager: void sendTextMessage(java.lang.String,java.lang.String,java.lang.String,android.app.PendingIntent,android.app.PendingIntent)",0.02288266457617283,arnf.d.x.bcun.S: void onCreate(android.os.Bundle),0.017604414373636246,"android.telephony.SmsManager: void sendMultipartTextMessage(java.lang.String,java.lang.String,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList)",0.012229123152792454,"android.telephony.TelephonyManager: void listen(android.telephony.PhoneStateListener,int)",0.004861261695623398,android.database.ContentObserver: void <init>(android.os.Handler),0.0019409818341955543,android.telephony.PhoneStateListener: void <init>(),0.0019302568398416042,f.iedac.DvbX: void <init>(android.content.Context),0.0017539600376039743,"jvus.q.WaNv: void <init>(android.os.Handler,android.content.Context)",0.00102539814542979,,,,,,,,
gen5_8b9d9c36-bb23-433e-8893-09003446d012_app-release,1,1,0.9999984502792358,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.72412854,oq.wm.kjql.Uqnye: void onCreate(android.os.Bundle),0.16679862,"android.telephony.TelephonyManager: void listen(android.telephony.PhoneStateListener,int)",0.046059553,android.database.ContentObserver: void <init>(android.os.Handler),0.018390454351902008,android.telephony.PhoneStateListener: void <init>(),0.018288854509592056,stf.zer.OMx: void <init>(android.content.Context),0.016618460416793823,"k.ZRZZP: void <init>(android.os.Handler,android.content.Context)",0.00971545372158289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen53_f38e85f1-0076-41a5-9e58-80e315128f5b_app-release,1,1,0.9995096921920776,vlug.RgUJA: java.lang.String getIncomingSMS(android.content.Intent),0.41146636,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.17798759,android.telephony.SmsMessage: java.lang.String getDisplayMessageBody(),0.11672102,android.telephony.SmsMessage: java.lang.String getDisplayOriginatingAddress(),0.07523025572299957,android.telephony.SmsMessage: android.telephony.SmsMessage createFromPdu(byte[]),0.06482446193695068,vlug.RgUJA$2: void run(),0.0435761995613575,vlug.RgUJA$1: void run(),0.0435761995613575,java.io.DataOutputStream: void writeUTF(java.lang.String),0.021584870293736458,vlug.RgUJA: java.lang.String getSdk(),0.019196948036551476,android.os.Build$VERSION: void <clinit>(),0.013680299744009972,"jdme.IQM: void <init>(android.os.Handler,android.content.Context)",0.0075098127126693726,android.database.ContentObserver: void <init>(android.os.Handler),0.004645996727049351,,,,,,,,,,,,,,,,,,,,
gen10_3eb40619-dd9f-40f4-90db-edbc0a125387_app-release,1,1,0.9999924898147583,v.HSEg: java.lang.String getIMSI(android.content.Context),0.5403192,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.12342104,"v.HSEg: void sendMultipartTextMessage(java.lang.String,java.lang.String)",0.11000292,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.08042116463184357,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.0508275106549263,v.HSEg$1: void run(),0.030216826125979424,"android.telephony.SmsManager: void sendMultipartTextMessage(java.lang.String,java.lang.String,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList)",0.02076307125389576,v.HSEg: java.lang.String getSdk(),0.013311643153429031,java.io.DataOutputStream: void writeUTF(java.lang.String),0.012801248580217361,android.os.Build$VERSION: void <clinit>(),0.009486261755228043,"fx.rdyx.uu.dh.VllW: void <init>(android.os.Handler,android.content.Context)",0.005207492038607597,android.database.ContentObserver: void <init>(android.os.Handler),0.0032216503750532866,,,,,,,,,,,,,,,,,,,,
gen30_4227c97e-7666-43c5-aaf9-9aad756ee3fb_app-release,1,1,0.9999395608901978,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.9360703,"hdeec.EDW: void <init>(android.os.Handler,android.content.Context)",0.03949553,android.database.ContentObserver: void <init>(android.os.Handler),0.024434172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen28_3515697a-3a89-47a0-a4c4-204055e36a4d_app-release,1,1,0.9999915361404419,tt.wst.U: java.lang.String getIMSI(android.content.Context),0.57838625,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.1321164,"tt.wst.U: void sendMultipartTextMessage(java.lang.String,java.lang.String)",0.11775294,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.08608706295490265,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.05440845340490341,"android.telephony.SmsManager: void sendMultipartTextMessage(java.lang.String,java.lang.String,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList)",0.02222590520977974,"zhm.ahiz.fa.ZWeM: void <init>(android.os.Handler,android.content.Context)",0.005574374459683895,android.database.ContentObserver: void <init>(android.os.Handler),0.003448624862357974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen1_ba4e846a-2306-45f1-8324-cbcf12c37e0b_app-release,1,1,0.999998927116394,ruww.zecc.ajlj.j.RT: java.lang.String getIMSI(android.content.Context),0.694989,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.1587511,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.10344224,ruww.zecc.ajlj.j.RT$1: void run(),0.02412385493516922,java.net.URL: java.net.URLConnection openConnection(),0.007851773872971535,"ks.jm.RpSu: void <init>(android.os.Handler,android.content.Context)",0.006698169745504856,android.database.ContentObserver: void <init>(android.os.Handler),0.004143868573009968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen12_fc4ec2f8-8dd7-400d-9d9a-c7f4dce26b15_app-release,1,1,0.9464124441146851,"wy.rk.BA: void sendMultipartTextMessage(java.lang.String,java.lang.String)",0.41948897,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.32461354,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.14142278,"android.telephony.SmsManager: void sendMultipartTextMessage(java.lang.String,java.lang.String,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList)",0.05451329052448273,wy.rk.BA: java.lang.String getSdk(),0.035011373460292816,android.os.Build$VERSION: void <clinit>(),0.024950113147497177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen43_50a4ed11-d292-484e-a342-70d0031a955c_app-release,1,1,0.9999364614486694,f.g.re.IuyH: java.lang.String getIMSI(android.content.Context),0.45048025,"f.g.re.IuyH: void sendDataMessage(java.lang.String,java.lang.String)",0.12161351,hj.dzf.oqui.cc.GzZa: java.lang.String getIMSI(android.content.Context),0.11076447,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.10289980471134186,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.058598220348358154,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.04181268811225891,"android.telephony.SmsManager: void sendDataMessage(java.lang.String,java.lang.String,short,byte[],android.app.PendingIntent,android.app.PendingIntent)",0.029482821002602577,f.g.re.IuyH$1: void run(),0.02519267052412033,hj.dzf.oqui.cc.GzZa: void onCreate(android.os.Bundle),0.02370234951376915,java.io.DataOutputStream: void writeUTF(java.lang.String),0.011201710440218449,hj.dzf.oqui.cc.GzZa$1: void run(),0.008752116933465004,"android.telephony.TelephonyManager: void listen(android.telephony.PhoneStateListener,int)",0.006545134820044041,android.database.ContentObserver: void <init>(android.os.Handler),0.00261331326328218,android.telephony.PhoneStateListener: void <init>(),0.002598875667899847,thc.hu.hcjma.ybuo.RVt: void <init>(android.content.Context),0.0023615092504769564,"baaca.B: void <init>(android.os.Handler,android.content.Context)",0.0013805816415697336,,,,,,,,,,,,
gen48_1566629d-4860-4d8d-ad38-3de22973fc54_app-release,1,1,0.9932584762573242,z.J: java.lang.String getIMSI(android.content.Context),0.23842373,tpadh.wtowf.Pd: java.lang.String getIMSI(android.content.Context),0.23842373,z.J: java.lang.String getIncomingSMS(android.content.Intent),0.12590213,"tpadh.wtowf.Pd: void sendTextMessage(java.lang.String,java.lang.String)",0.06702408939599991,"z.J: void sendTextMessage(java.lang.String,java.lang.String)",0.06373914331197739,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.05446137487888336,android.telephony.SmsMessage: java.lang.String getDisplayMessageBody(),0.035714782774448395,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.032080236822366714,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.02501935325562954,android.telephony.SmsMessage: java.lang.String getDisplayOriginatingAddress(),0.02301926352083683,android.telephony.SmsMessage: android.telephony.SmsMessage createFromPdu(byte[]),0.019835269078612328,"android.telephony.SmsManager: void sendTextMessage(java.lang.String,java.lang.String,java.lang.String,android.app.PendingIntent,android.app.PendingIntent)",0.013914850540459156,z.J$3: void run(),0.013333621434867382,z.J$2: void run(),0.013333621434867382,z.J$1: void run(),0.01249303575605154,java.io.OutputStream: void write(byte[]),0.00769948773086071,java.io.DataOutputStream: void writeUTF(java.lang.String),0.0060305786319077015,java.net.URL: java.net.URLConnection openConnection(),0.00583223020657897,"ckwzo.wliz.Er: void <init>(android.os.Handler,android.content.Context)",0.0022978861816227436,android.database.ContentObserver: void <init>(android.os.Handler),0.0014216009294614196,,,,
gen19_8fb038d3-d3d1-488d-9b8e-4241ab376a57_app-release,1,1,0.9994109869003296,ajgbl.fh.pyvfl.gk.TIt: java.lang.String getIMSI(android.content.Context),0.37796068,swg.HiF: java.lang.String getIMSI(android.content.Context),0.37796068,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.086334705,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.05085503309965134,swg.HiF$2: void run(),0.02113708294928074,java.io.DataOutputStream: void writeUTF(java.lang.String),0.019832855090498924,swg.HiF$1: void run(),0.019804533571004868,ajgbl.fh.pyvfl.gk.TIt$1: void run(),0.019804533571004868,java.net.URL: java.net.URLConnection openConnection(),0.010368007235229015,java.io.OutputStream: void write(byte[]),0.01004563458263874,"f.Wpyo: void <init>(android.os.Handler,android.content.Context)",0.003642711788415909,android.database.ContentObserver: void <init>(android.os.Handler),0.0022535885218530893,,,,,,,,,,,,,,,,,,,,
gen15_a87153f3-2cfb-47ac-b037-f8b5bc665173_app-release,1,1,0.9999206066131592,ab.ly.xvpx.ZU: java.lang.String getIMSI(android.content.Context),0.43676764,"ab.ly.xvpx.ZU: void sendTextMessage(java.lang.String,java.lang.String)",0.12184022,"ab.ly.xvpx.ZU: void sendDataMessage(java.lang.String,java.lang.String)",0.117041714,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.0997675359249115,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.06500853598117828,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.046062204986810684,"android.telephony.SmsManager: void sendTextMessage(java.lang.String,java.lang.String,java.lang.String,android.app.PendingIntent,android.app.PendingIntent)",0.031742725521326065,"android.telephony.SmsManager: void sendDataMessage(java.lang.String,java.lang.String,short,byte[],android.app.PendingIntent,android.app.PendingIntent)",0.02890254370868206,ab.ly.xvpx.ZU$1: void run(),0.022885924205183983,java.io.OutputStream: void write(byte[]),0.012483260594308376,java.net.URL: java.net.URLConnection openConnection(),0.010684027336537838,"it.ioab.Z: void <init>(android.os.Handler,android.content.Context)",0.0042094821110367775,android.database.ContentObserver: void <init>(android.os.Handler),0.002604224719107151,,,,,,,,,,,,,,,,,,
gen60_12bca5b9-eb2d-44d1-85a5-5959bd426c50_app-release,1,1,0.9976045489311218,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.5304219,mk.BPVT$2: void run(),0.1298617,java.io.DataOutputStream: void writeUTF(java.lang.String),0.121848814,mk.BPVT$1: void run(),0.08060302585363388,mk.BPVT: java.lang.String getSdk(),0.057208940386772156,android.os.Build$VERSION: void <clinit>(),0.04076874628663063,java.net.URL: java.net.URLConnection openConnection(),0.0392867848277092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen10_0e187773-d465-400f-942f-f95e52767222_app-release,1,1,0.998518168926239,brw.uz.FomH: java.lang.String getIncomingSMS(android.content.Intent),0.35034207,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.15154712,"brw.uz.FomH: void sendMultipartTextMessage(java.lang.String,java.lang.String)",0.15102564,android.telephony.SmsMessage: java.lang.String getDisplayMessageBody(),0.09938184171915054,android.telephony.SmsMessage: java.lang.String getDisplayOriginatingAddress(),0.06405463069677353,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.06386778503656387,android.telephony.SmsMessage: android.telephony.SmsMessage createFromPdu(byte[]),0.05519464239478111,"android.telephony.SmsManager: void sendMultipartTextMessage(java.lang.String,java.lang.String,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList)",0.026243044063448906,brw.uz.FomH: java.lang.String getSdk(),0.016345197334885597,android.os.Build$VERSION: void <clinit>(),0.011648059822618961,"x.LVJFm: void <init>(android.os.Handler,android.content.Context)",0.0063942125998437405,android.database.ContentObserver: void <init>(android.os.Handler),0.003955823369324207,,,,,,,,,,,,,,,,,,,,
gen19_ca811f10-3105-45e2-8360-c228b5a319a6_app-release,1,1,0.9999780654907227,rmy.oy.GszH: java.lang.String getIMSI(android.content.Context),0.5314544,"rmy.oy.GszH: void sendDataMessage(java.lang.String,java.lang.String)",0.14241517,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.121396124,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.07910172641277313,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.049321096390485764,"android.telephony.SmsManager: void sendDataMessage(java.lang.String,java.lang.String,short,byte[],android.app.PendingIntent,android.app.PendingIntent)",0.034775082021951675,hrdef.yzbw.Utm: void onCreate(android.os.Bundle),0.027962863445281982,"android.telephony.TelephonyManager: void listen(android.telephony.PhoneStateListener,int)",0.007721627596765757,android.telephony.PhoneStateListener: void <init>(),0.0030660254415124655,slj.e.bvsh.e.MfNGN: void <init>(android.content.Context),0.002785992342978716,,,,,,,,,,,,,,,,,,,,,,,,
